0 0.015625
10 0.015625
20 0.03125
30 0.03125
40 0.03125
50 0.046875
60 0.046875
70 0.046875
80 0.0625
90 0.0625
100 0.078125
110 0.078125
120 0.078125
130 0.09375
140 0.09375
150 0.109375
160 0.109375
170 0.109375
180 0.125
190 0.125
200 0.140625
210 0.140625
220 0.15625
230 0.15625
240 0.171875
250 0.171875
260 0.171875
270 0.1875
280 0.1875
290 0.203125
300 0.203125
310 0.21875
320 0.21875
330 0.234375
340 0.234375
350 0.234375
360 0.25
370 0.265625
380 0.265625
390 0.28125
400 0.28125
410 0.296875
420 0.296875
430 0.3125
440 0.3125
450 0.328125
460 0.328125
470 0.34375
480 0.34375
490 0.359375
500 0.359375
510 0.375
520 0.375
530 0.390625
540 0.390625
550 0.40625
560 0.421875
570 0.421875
580 0.4375
590 0.4375
600 0.453125
610 0.453125
620 0.46875
630 0.484375
640 0.484375
650 0.5
660 0.5
670 0.515625
680 0.53125
690 0.53125
700 0.546875
710 0.546875
720 0.5625
730 0.578125
740 0.578125
750 0.59375
760 0.59375
770 0.609375
780 0.625
790 0.625
800 0.640625
810 0.65625
820 0.65625
830 0.671875
840 0.6875
850 0.6875
860 0.703125
870 0.71875
880 0.734375
890 0.734375
900 0.75
910 0.765625
920 0.765625
930 0.78125
940 0.796875
950 0.796875
960 0.8125
970 0.828125
980 0.84375
990 0.84375
1000 0.859375
1010 0.875
1020 0.890625
1030 0.890625
1040 0.90625
1050 0.921875
1060 0.921875
1070 0.9375
1080 0.953125
1090 0.96875
1100 0.984375
1110 0.984375
1120 1
1130 1.01562
1140 1.03125
1150 1.04688
1160 1.0625
1170 1.0625
1180 1.07812
1190 1.09375
1200 1.10938
1210 1.125
1220 1.14062
1230 1.14062
1240 1.15625
1250 1.17188
1260 1.1875
1270 1.20312
1280 1.21875
1290 1.23438
1300 1.23438
1310 1.25
1320 1.26562
1330 1.28125
1340 1.29688
1350 1.3125
1360 1.32812
1370 1.34375
1380 1.35938
1390 1.375
1400 1.39062
1410 1.40625
1420 1.40625
1430 1.42188
1440 1.4375
1450 1.45312
1460 1.46875
1470 1.48438
1480 1.5
1490 1.53125
